date,airline,delay,cancelled
2005-8-01,America West Airlines,228732.0,147.0
2005-8-01,American Airlines,1316805.0,1144.0
2005-8-01,American Eagle Airlines,955671.0,1468.0
2005-8-01,Atlantic Southeast Airlines,741385.0,2181.0
2005-8-01,Comair,422856.0,911.0
2005-8-01,Continental Air Lines,496519.0,232.0
2005-8-01,Delta Air Lines,1381493.0,1828.0
2005-8-01,ExpressJet Airlines,803247.0,796.0
2005-8-01,Frontier Airlines,71280.0,16.0
2005-8-01,Hawaiian Airlines,13198.0,3.0
2005-8-01,Independence Air,202471.0,347.0
2005-8-01,JetBlue Airways,195317.0,64.0
2005-8-01,Northwest Airlines,1197678.0,1236.0
2005-8-01,SkyWest Airlines,490623.0,443.0
2005-8-01,Southwest Airlines,1474570.0,995.0
2005-8-01,US Airways,595711.0,724.0
2005-8-01,United Air Lines,684765.0,486.0
2005-9-01,ATA Airlines d/b/a ATA,42708.0,30.0
2005-9-01,AirTran Airways,175776.0,174.0
2005-9-01,Alaska Airlines,231540.0,143.0
2005-9-01,America West Airlines,149965.0,202.0
2005-9-01,American Airlines,745281.0,806.0
2005-9-01,American Eagle Airlines,627708.0,1039.0
2005-9-01,Atlantic Southeast Airlines,387877.0,716.0
2005-9-01,Comair,261356.0,436.0
2005-9-01,Continental Air Lines,244353.0,1008.0
2005-9-01,Delta Air Lines,417740.0,1937.0
2005-9-01,ExpressJet Airlines,412029.0,2172.0
2005-9-01,Frontier Airlines,29605.0,42.0
2005-9-01,Hawaiian Airlines,15312.0,5.0
2005-9-01,Independence Air,81651.0,30.0
2005-9-01,JetBlue Airways,97980.0,51.0
2005-9-01,Northwest Airlines,713480.0,492.0
2005-9-01,SkyWest Airlines,363476.0,363.0
2005-9-01,Southwest Airlines,866742.0,1021.0
2005-9-01,US Airways,271463.0,474.0
2005-9-01,United Air Lines,520331.0,391.0
2006-1-01,ATA Airlines d/b/a ATA,37916.0,30.0
2006-1-01,AirTran Airways,502442.0,250.0
2006-1-01,Alaska Airlines,288845.0,372.0
2006-1-01,American Airlines,885562.0,535.0
2006-1-01,American Eagle Airlines,755556.0,1338.0
2006-1-01,Atlantic Southeast Airlines,421850.0,687.0
2006-1-01,Comair,345006.0,517.0
2006-1-01,Continental Air Lines,397205.0,85.0
2006-1-01,Delta Air Lines,841344.0,733.0
2006-1-01,ExpressJet Airlines,523110.0,507.0
2006-1-01,Frontier Airlines,68744.0,22.0
2006-1-01,Hawaiian Airlines,11893.0,0.0
2006-1-01,JetBlue Airways,287210.0,24.0
2006-1-01,Mesa Airlines,592986.0,1063.0
2006-1-01,Northwest Airlines,475518.0,423.0
2006-1-01,SkyWest Airlines,687802.0,830.0
2006-1-01,Southwest Airlines,1001709.0,900.0
2006-1-01,US Airways,546823.0,685.0
2006-1-01,United Air Lines,868989.0,786.0
2006-10-01,ATA Airlines d/b/a ATA,36558.0,19.0
2006-10-01,AirTran Airways,588588.0,187.0
2006-10-01,Alaska Airlines,214418.0,164.0
2006-10-01,Aloha Airlines,27088.0,42.0
2006-10-01,American Airlines,1054428.0,640.0
2006-10-01,American Eagle Airlines,1204187.0,1865.0
2006-10-01,Atlantic Southeast Airlines,810456.0,674.0
2006-10-01,Comair,568616.0,518.0
2006-10-01,Continental Air Lines,700543.0,179.0
2006-10-01,Delta Air Lines,1041705.0,725.0
2006-10-01,ExpressJet Airlines,1074412.0,1208.0
2006-10-01,Frontier Airlines,79384.0,32.0
2006-10-01,Hawaiian Airlines,54319.0,75.0
2006-10-01,JetBlue Airways,316531.0,33.0
2006-10-01,Mesa Airlines,858283.0,771.0
2006-10-01,Northwest Airlines,784464.0,846.0
2006-10-01,SkyWest Airlines,994905.0,1383.0
2006-10-01,Southwest Airlines,1360331.0,843.0
2006-10-01,US Airways,709414.0,411.0
2006-10-01,United Air Lines,989188.0,784.0
2006-11-01,ATA Airlines d/b/a ATA,42738.0,19.0
2006-11-01,AirTran Airways,337696.0,147.0
2006-11-01,Alaska Airlines,318002.0,290.0
2006-11-01,Aloha Airlines,17754.0,30.0
2006-11-01,American Airlines,1019281.0,1284.0
2006-11-01,American Eagle Airlines,880998.0,1555.0
2006-11-01,Atlantic Southeast Airlines,575633.0,447.0
2006-11-01,Comair,488279.0,639.0
2006-11-01,Continental Air Lines,481123.0,70.0
2006-11-01,Delta Air Lines,604055.0,468.0
2006-11-01,ExpressJet Airlines,710922.0,773.0
2006-11-01,Frontier Airlines,55335.0,36.0
2006-11-01,Hawaiian Airlines,32835.0,26.0
2006-11-01,JetBlue Airways,417065.0,42.0
2006-11-01,Mesa Airlines,541126.0,608.0
2006-11-01,Northwest Airlines,732300.0,230.0
2006-11-01,SkyWest Airlines,829169.0,1203.0
2006-11-01,Southwest Airlines,1118343.0,864.0
2006-11-01,US Airways,685885.0,355.0
2006-11-01,United Air Lines,792929.0,472.0
2006-12-01,ATA Airlines d/b/a ATA,47224.0,19.0
2006-12-01,AirTran Airways,400418.0,223.0
2006-12-01,Alaska Airlines,407446.0,306.0
2006-12-01,Aloha Airlines,15873.0,20.0
2006-12-01,American Airlines,1544227.0,1881.0
2006-12-01,American Eagle Airlines,1449802.0,2358.0
2006-12-01,Atlantic Southeast Airlines,544864.0,669.0
2006-12-01,Comair,469896.0,1122.0
2006-12-01,Continental Air Lines,561466.0,185.0
2006-12-01,Delta Air Lines,535258.0,435.0
2006-12-01,ExpressJet Airlines,926544.0,1295.0
2006-12-01,Frontier Airlines,112399.0,703.0
2006-12-01,Hawaiian Airlines,61880.0,36.0
2006-12-01,JetBlue Airways,510040.0,67.0
2006-12-01,Mesa Airlines,767772.0,1091.0
2006-12-01,Northwest Airlines,917632.0,539.0
2006-12-01,SkyWest Airlines,1513559.0,2944.0
2006-12-01,Southwest Airlines,1880908.0,1330.0
2006-12-01,US Airways,936694.0,642.0
2006-12-01,United Air Lines,977365.0,2229.0
2006-2-01,ATA Airlines d/b/a ATA,50215.0,37.0
2006-2-01,AirTran Airways,410065.0,277.0
2006-2-01,Alaska Airlines,265870.0,271.0
2006-2-01,American Airlines,995366.0,1255.0
2006-2-01,American Eagle Airlines,772868.0,1432.0
2006-2-01,Atlantic Southeast Airlines,388286.0,474.0
2006-2-01,Comair,246901.0,414.0
2006-2-01,Continental Air Lines,422152.0,410.0
2006-2-01,Delta Air Lines,596645.0,994.0
2006-2-01,ExpressJet Airlines,561208.0,936.0
2006-2-01,Frontier Airlines,102010.0,26.0
2006-2-01,Hawaiian Airlines,22894.0,6.0
2006-2-01,JetBlue Airways,371046.0,310.0
2006-2-01,Mesa Airlines,430889.0,619.0
2006-2-01,Northwest Airlines,543670.0,559.0
2006-2-01,SkyWest Airlines,815919.0,834.0
2006-2-01,Southwest Airlines,1372085.0,954.0
2006-2-01,US Airways,505358.0,717.0
2006-2-01,United Air Lines,826544.0,768.0
2006-3-01,ATA Airlines d/b/a ATA,49901.0,17.0
2006-3-01,AirTran Airways,294410.0,41.0
2006-3-01,Alaska Airlines,292942.0,147.0
2006-3-01,American Airlines,1312035.0,600.0
2006-3-01,American Eagle Airlines,1031718.0,1420.0
2006-3-01,Atlantic Southeast Airlines,399250.0,317.0
2006-3-01,Comair,236526.0,234.0
2006-3-01,Continental Air Lines,555364.0,97.0
2006-3-01,Delta Air Lines,629416.0,500.0
2006-3-01,ExpressJet Airlines,849721.0,422.0
2006-3-01,Frontier Airlines,128741.0,16.0
2006-3-01,Hawaiian Airlines,27340.0,13.0
2006-3-01,JetBlue Airways,186764.0,6.0
2006-3-01,Mesa Airlines,607636.0,503.0
2006-3-01,Northwest Airlines,612977.0,392.0
2006-3-01,SkyWest Airlines,1246698.0,1100.0
2006-3-01,Southwest Airlines,1369987.0,638.0
2006-3-01,US Airways,493044.0,254.0
2006-3-01,United Air Lines,1223264.0,869.0
2006-4-01,ATA Airlines d/b/a ATA,50867.0,7.0
2006-4-01,AirTran Airways,338444.0,82.0
2006-4-01,Alaska Airlines,252445.0,103.0
2006-4-01,Aloha Airlines,41846.0,382.0
2006-4-01,American Airlines,1043628.0,356.0
2006-4-01,American Eagle Airlines,1001830.0,1254.0
2006-4-01,Atlantic Southeast Airlines,406667.0,451.0
2006-4-01,Comair,218553.0,161.0
2006-4-01,Continental Air Lines,545125.0,64.0
2006-4-01,Delta Air Lines,520737.0,486.0
2006-4-01,ExpressJet Airlines,711074.0,459.0
2006-4-01,Frontier Airlines,61852.0,9.0
2006-4-01,Hawaiian Airlines,18546.0,5.0
2006-4-01,JetBlue Airways,150601.0,2.0
2006-4-01,Mesa Airlines,523812.0,667.0
2006-4-01,Northwest Airlines,486675.0,200.0
2006-4-01,SkyWest Airlines,731402.0,682.0
2006-4-01,Southwest Airlines,1354248.0,396.0
2006-4-01,US Airways,582384.0,221.0
2006-4-01,United Air Lines,866565.0,617.0
2006-5-01,ATA Airlines d/b/a ATA,50749.0,15.0
2006-5-01,AirTran Airways,359073.0,95.0
2006-5-01,Alaska Airlines,186072.0,117.0
2006-5-01,Aloha Airlines,21943.0,45.0
2006-5-01,American Airlines,1176431.0,501.0
2006-5-01,American Eagle Airlines,1216740.0,1678.0
2006-5-01,Atlantic Southeast Airlines,427701.0,225.0
2006-5-01,Comair,293463.0,286.0
2006-5-01,Continental Air Lines,550313.0,65.0
2006-5-01,Delta Air Lines,487730.0,464.0
2006-5-01,ExpressJet Airlines,827767.0,704.0
2006-5-01,Frontier Airlines,62625.0,4.0
2006-5-01,Hawaiian Airlines,13808.0,12.0
2006-5-01,JetBlue Airways,163564.0,23.0
2006-5-01,Mesa Airlines,542839.0,538.0
2006-5-01,Northwest Airlines,478338.0,152.0
2006-5-01,SkyWest Airlines,699323.0,788.0
2006-5-01,Southwest Airlines,1322445.0,419.0
2006-5-01,US Airways,560803.0,215.0
2006-5-01,United Air Lines,1076905.0,711.0
2006-6-01,ATA Airlines d/b/a ATA,59591.0,17.0
2006-6-01,AirTran Airways,647657.0,103.0
2006-6-01,Alaska Airlines,288459.0,127.0
2006-6-01,Aloha Airlines,33819.0,70.0
2006-6-01,American Airlines,1208392.0,379.0
2006-6-01,American Eagle Airlines,1226442.0,1698.0
2006-6-01,Atlantic Southeast Airlines,653506.0,657.0
2006-6-01,Comair,527572.0,757.0
2006-6-01,Continental Air Lines,874584.0,160.0
2006-6-01,Delta Air Lines,979205.0,723.0
2006-6-01,ExpressJet Airlines,1204128.0,1491.0
2006-6-01,Frontier Airlines,88098.0,7.0
2006-6-01,Hawaiian Airlines,14760.0,13.0
2006-6-01,JetBlue Airways,351751.0,18.0
2006-6-01,Mesa Airlines,1027482.0,1278.0
2006-6-01,Northwest Airlines,693384.0,302.0
2006-6-01,SkyWest Airlines,714192.0,575.0
2006-6-01,Southwest Airlines,1954904.0,501.0
2006-6-01,US Airways,922776.0,428.0
2006-6-01,United Air Lines,1240904.0,784.0
2006-7-01,ATA Airlines d/b/a ATA,68214.0,16.0
2006-7-01,AirTran Airways,489547.0,105.0
2006-7-01,Alaska Airlines,392529.0,206.0
2006-7-01,Aloha Airlines,17860.0,68.0
2006-7-01,American Airlines,1292847.0,843.0
2006-7-01,American Eagle Airlines,1140669.0,1857.0
2006-7-01,Atlantic Southeast Airlines,853768.0,733.0
2006-7-01,Comair,582478.0,769.0
2006-7-01,Continental Air Lines,855965.0,192.0
2006-7-01,Delta Air Lines,769955.0,752.0
2006-7-01,ExpressJet Airlines,1184931.0,1158.0
2006-7-01,Frontier Airlines,93992.0,11.0
2006-7-01,Hawaiian Airlines,16696.0,11.0
2006-7-01,JetBlue Airways,460225.0,37.0
2006-7-01,Mesa Airlines,1139481.0,1083.0
2006-7-01,Northwest Airlines,672476.0,219.0
2006-7-01,SkyWest Airlines,785967.0,659.0
2006-7-01,Southwest Airlines,1859015.0,507.0
2006-7-01,US Airways,962782.0,553.0
2006-7-01,United Air Lines,1319842.0,956.0
2006-8-01,ATA Airlines d/b/a ATA,61132.0,21.0
2006-8-01,AirTran Airways,515780.0,229.0
2006-8-01,Alaska Airlines,372798.0,173.0
2006-8-01,Aloha Airlines,16440.0,42.0
2006-8-01,American Airlines,1168849.0,934.0
2006-8-01,American Eagle Airlines,1067881.0,1583.0
2006-8-01,Atlantic Southeast Airlines,903567.0,766.0
2006-8-01,Comair,523018.0,807.0
2006-8-01,Continental Air Lines,513751.0,116.0
2006-8-01,Delta Air Lines,856422.0,664.0
2006-8-01,ExpressJet Airlines,761241.0,473.0
2006-8-01,Frontier Airlines,78053.0,17.0
2006-8-01,Hawaiian Airlines,17027.0,25.0
2006-8-01,JetBlue Airways,322308.0,56.0
2006-8-01,Mesa Airlines,865247.0,693.0
2006-8-01,Northwest Airlines,677029.0,299.0
2006-8-01,SkyWest Airlines,816072.0,848.0
2006-8-01,Southwest Airlines,1461620.0,903.0
2006-8-01,US Airways,771280.0,552.0
2006-8-01,United Air Lines,983250.0,582.0
2006-9-01,ATA Airlines d/b/a ATA,37320.0,10.0
2006-9-01,AirTran Airways,501977.0,202.0
2006-9-01,Alaska Airlines,223125.0,154.0
2006-9-01,Aloha Airlines,10785.0,46.0
2006-9-01,American Airlines,1106160.0,919.0
2006-9-01,American Eagle Airlines,1014145.0,1952.0
2006-9-01,Atlantic Southeast Airlines,804199.0,683.0
2006-9-01,Comair,499073.0,651.0
2006-9-01,Continental Air Lines,328227.0,26.0
2006-9-01,Delta Air Lines,917625.0,751.0
2006-9-01,ExpressJet Airlines,534009.0,290.0
2006-9-01,Frontier Airlines,56673.0,19.0
2006-9-01,Hawaiian Airlines,22174.0,31.0
2006-9-01,JetBlue Airways,290702.0,41.0
2006-9-01,Mesa Airlines,802827.0,630.0
2006-9-01,Northwest Airlines,613475.0,693.0
2006-9-01,SkyWest Airlines,840263.0,998.0
2006-9-01,Southwest Airlines,1158922.0,696.0
2006-9-01,US Airways,656223.0,478.0
2006-9-01,United Air Lines,901914.0,680.0
2007-1-01,AirTran Airways,340490.0,206.0
2007-1-01,Alaska Airlines,310004.0,397.0
2007-1-01,Aloha Airlines,21227.0,34.0
2007-1-01,American Airlines,1490269.0,2522.0
2007-1-01,American Eagle Airlines,1225221.0,2583.0
2007-1-01,Atlantic Southeast Airlines,585062.0,1005.0
2007-1-01,Comair,466210.0,756.0
2007-1-01,Continental Air Lines,443802.0,207.0
2007-1-01,Delta Air Lines,536368.0,633.0
2007-1-01,ExpressJet Airlines,740498.0,980.0
2007-1-01,Frontier Airlines,130078.0,49.0
2007-1-01,Hawaiian Airlines,54624.0,11.0
2007-1-01,JetBlue Airways,395453.0,43.0
2007-1-01,Mesa Airlines,772939.0,740.0
2007-1-01,Northwest Airlines,690754.0,309.0
2007-1-01,Pinnacle Airlines,391644.0,528.0
2007-1-01,SkyWest Airlines,1581992.0,1777.0
2007-1-01,Southwest Airlines,1070314.0,1731.0
2007-1-01,US Airways,775852.0,613.0
2007-1-01,United Air Lines,939174.0,653.0
2007-10-01,AirTran Airways,345582.0,79.0
2007-10-01,Alaska Airlines,309417.0,213.0
2007-10-01,Aloha Airlines,30827.0,35.0
2007-10-01,American Airlines,1101306.0,523.0
2007-10-01,American Eagle Airlines,790364.0,831.0
2007-10-01,Atlantic Southeast Airlines,835551.0,521.0
2007-10-01,Comair,339481.0,397.0
2007-10-01,Continental Air Lines,473063.0,121.0
2007-10-01,Delta Air Lines,536099.0,354.0
2007-10-01,ExpressJet Airlines,696300.0,630.0
2007-10-01,Frontier Airlines,69499.0,3.0
2007-10-01,Hawaiian Airlines,28854.0,10.0
2007-10-01,JetBlue Airways,337462.0,107.0
2007-10-01,Mesa Airlines,453814.0,542.0
2007-10-01,Northwest Airlines,580423.0,164.0
2007-10-01,Pinnacle Airlines,315882.0,614.0
2007-10-01,SkyWest Airlines,783200.0,644.0
2007-10-01,Southwest Airlines,1268064.0,510.0
2007-10-01,US Airways,687796.0,304.0
2007-10-01,United Air Lines,938462.0,725.0
2007-11-01,AirTran Airways,309039.0,159.0
2007-11-01,Alaska Airlines,219005.0,136.0
2007-11-01,Aloha Airlines,22846.0,31.0
2007-11-01,American Airlines,1016706.0,545.0
2007-11-01,American Eagle Airlines,833725.0,738.0
2007-11-01,Atlantic Southeast Airlines,494789.0,224.0
2007-11-01,Comair,286733.0,272.0
2007-11-01,Continental Air Lines,434560.0,61.0
2007-11-01,Delta Air Lines,357260.0,301.0
2007-11-01,ExpressJet Airlines,813462.0,429.0
2007-11-01,Frontier Airlines,60983.0,4.0
2007-11-01,Hawaiian Airlines,30271.0,32.0
2007-11-01,JetBlue Airways,299210.0,39.0
2007-11-01,Mesa Airlines,516638.0,658.0
2007-11-01,Northwest Airlines,449842.0,91.0
2007-11-01,Pinnacle Airlines,265089.0,228.0
2007-11-01,SkyWest Airlines,685042.0,743.0
2007-11-01,Southwest Airlines,1154670.0,572.0
2007-11-01,US Airways,506707.0,501.0
2007-11-01,United Air Lines,842336.0,515.0
2007-12-01,AirTran Airways,570852.0,403.0
2007-12-01,Alaska Airlines,307542.0,195.0
2007-12-01,Aloha Airlines,16058.0,51.0
2007-12-01,American Airlines,1884080.0,1784.0
2007-12-01,American Eagle Airlines,1783224.0,3712.0
2007-12-01,Atlantic Southeast Airlines,742145.0,630.0
2007-12-01,Comair,595182.0,943.0
2007-12-01,Continental Air Lines,713675.0,531.0
2007-12-01,Delta Air Lines,777506.0,811.0
2007-12-01,ExpressJet Airlines,1146465.0,1273.0
2007-12-01,Frontier Airlines,259866.0,76.0
2007-12-01,Hawaiian Airlines,28167.0,50.0
2007-12-01,JetBlue Airways,599601.0,423.0
2007-12-01,Mesa Airlines,929432.0,1600.0
2007-12-01,Northwest Airlines,1031213.0,568.0
2007-12-01,Pinnacle Airlines,957747.0,1732.0
2007-12-01,SkyWest Airlines,1700038.0,2525.0
2007-12-01,Southwest Airlines,2226024.0,1265.0
2007-12-01,US Airways,719238.0,710.0
2007-12-01,United Air Lines,1755033.0,2272.0
2007-2-01,AirTran Airways,434052.0,406.0
2007-2-01,Alaska Airlines,286757.0,278.0
2007-2-01,Aloha Airlines,20389.0,28.0
2007-2-01,American Airlines,1382507.0,2978.0
2007-2-01,American Eagle Airlines,1205702.0,2976.0
2007-2-01,Atlantic Southeast Airlines,696327.0,1126.0
2007-2-01,Comair,591214.0,1959.0
2007-2-01,Continental Air Lines,466097.0,230.0
2007-2-01,Delta Air Lines,562791.0,1014.0
2007-2-01,ExpressJet Airlines,697160.0,1112.0
2007-2-01,Frontier Airlines,118336.0,112.0
2007-2-01,Hawaiian Airlines,34488.0,14.0
2007-2-01,JetBlue Airways,606103.0,1333.0
2007-2-01,Mesa Airlines,966478.0,1749.0
2007-2-01,Northwest Airlines,1078187.0,1198.0
2007-2-01,Pinnacle Airlines,638752.0,1266.0
2007-2-01,SkyWest Airlines,1318986.0,2172.0
2007-2-01,Southwest Airlines,1493870.0,2217.0
2007-2-01,US Airways,1176577.0,1434.0
2007-2-01,United Air Lines,1123254.0,1863.0
2007-3-01,AirTran Airways,434458.0,295.0
2007-3-01,Alaska Airlines,325628.0,284.0
2007-3-01,Aloha Airlines,15630.0,17.0
2007-3-01,American Airlines,1411528.0,1866.0
2007-3-01,American Eagle Airlines,1082079.0,2045.0
2007-3-01,Atlantic Southeast Airlines,652561.0,786.0
2007-3-01,Comair,471133.0,828.0
2007-3-01,Continental Air Lines,701901.0,629.0
2007-3-01,Delta Air Lines,552724.0,839.0
2007-3-01,ExpressJet Airlines,1064428.0,1246.0
2007-3-01,Frontier Airlines,75462.0,27.0
2007-3-01,Hawaiian Airlines,24990.0,1.0
2007-3-01,JetBlue Airways,554150.0,515.0
2007-3-01,Mesa Airlines,775788.0,983.0
2007-3-01,Northwest Airlines,961319.0,1103.0
2007-3-01,Pinnacle Airlines,390853.0,927.0
2007-3-01,SkyWest Airlines,892660.0,1318.0
2007-3-01,Southwest Airlines,1434692.0,962.0
2007-3-01,US Airways,1527304.0,1260.0
2007-3-01,United Air Lines,1114631.0,946.0
2007-4-01,AirTran Airways,310872.0,96.0
2007-4-01,Alaska Airlines,218623.0,203.0
2007-4-01,Aloha Airlines,10826.0,16.0
2007-4-01,American Airlines,1339306.0,1630.0
2007-4-01,American Eagle Airlines,975972.0,1600.0
2007-4-01,Atlantic Southeast Airlines,591874.0,667.0
2007-4-01,Comair,411120.0,522.0
2007-4-01,Continental Air Lines,615108.0,118.0
2007-4-01,Delta Air Lines,514286.0,283.0
2007-4-01,ExpressJet Airlines,887672.0,860.0
2007-4-01,Frontier Airlines,83037.0,31.0
2007-4-01,Hawaiian Airlines,23701.0,11.0
2007-4-01,JetBlue Airways,584337.0,290.0
2007-4-01,Mesa Airlines,651476.0,805.0
2007-4-01,Northwest Airlines,662206.0,585.0
2007-4-01,Pinnacle Airlines,247914.0,220.0
2007-4-01,SkyWest Airlines,743954.0,1148.0
2007-4-01,Southwest Airlines,1328646.0,502.0
2007-4-01,US Airways,1133039.0,569.0
2007-4-01,United Air Lines,1013533.0,982.0
2007-5-01,AirTran Airways,252097.0,80.0
2007-5-01,Alaska Airlines,266479.0,120.0
2007-5-01,Aloha Airlines,47578.0,59.0
2007-5-01,American Airlines,1283242.0,1193.0
2007-5-01,American Eagle Airlines,1050400.0,1027.0
2007-5-01,Atlantic Southeast Airlines,412501.0,215.0
2007-5-01,Comair,314206.0,231.0
2007-5-01,Continental Air Lines,650628.0,96.0
2007-5-01,Delta Air Lines,396813.0,216.0
2007-5-01,ExpressJet Airlines,811065.0,485.0
2007-5-01,Frontier Airlines,138199.0,30.0
2007-5-01,Hawaiian Airlines,25704.0,10.0
2007-5-01,JetBlue Airways,289500.0,50.0
2007-5-01,Mesa Airlines,427631.0,547.0
2007-5-01,Northwest Airlines,661263.0,343.0
2007-5-01,Pinnacle Airlines,308111.0,162.0
2007-5-01,SkyWest Airlines,794686.0,586.0
2007-5-01,Southwest Airlines,1336589.0,380.0
2007-5-01,US Airways,922147.0,641.0
2007-5-01,United Air Lines,882390.0,370.0
2007-6-01,AirTran Airways,633456.0,286.0
2007-6-01,Alaska Airlines,386890.0,162.0
2007-6-01,Aloha Airlines,41013.0,84.0
2007-6-01,American Airlines,2242313.0,1929.0
2007-6-01,American Eagle Airlines,1665332.0,2669.0
2007-6-01,Atlantic Southeast Airlines,1104402.0,1082.0
2007-6-01,Comair,542948.0,1010.0
2007-6-01,Continental Air Lines,908798.0,312.0
2007-6-01,Delta Air Lines,1182463.0,633.0
2007-6-01,ExpressJet Airlines,1121851.0,1389.0
2007-6-01,Frontier Airlines,164201.0,31.0
2007-6-01,Hawaiian Airlines,34775.0,10.0
2007-6-01,JetBlue Airways,587985.0,389.0
2007-6-01,Mesa Airlines,647645.0,1645.0
2007-6-01,Northwest Airlines,1011243.0,1895.0
2007-6-01,Pinnacle Airlines,480506.0,465.0
2007-6-01,SkyWest Airlines,911091.0,837.0
2007-6-01,Southwest Airlines,2278090.0,423.0
2007-6-01,US Airways,1366415.0,1144.0
2007-6-01,United Air Lines,1482892.0,848.0
2007-7-01,AirTran Airways,741175.0,236.0
2007-7-01,Alaska Airlines,409510.0,179.0
2007-7-01,Aloha Airlines,24605.0,14.0
2007-7-01,American Airlines,1962905.0,1090.0
2007-7-01,American Eagle Airlines,1453810.0,2041.0
2007-7-01,Atlantic Southeast Airlines,1194822.0,1061.0
2007-7-01,Comair,571553.0,1112.0
2007-7-01,Continental Air Lines,837073.0,352.0
2007-7-01,Delta Air Lines,1292730.0,625.0
2007-7-01,ExpressJet Airlines,1098828.0,1320.0
2007-7-01,Frontier Airlines,142589.0,13.0
2007-7-01,Hawaiian Airlines,27378.0,32.0
2007-7-01,JetBlue Airways,638260.0,258.0
2007-7-01,Mesa Airlines,584405.0,655.0
2007-7-01,Northwest Airlines,879301.0,1155.0
2007-7-01,Pinnacle Airlines,397698.0,418.0
2007-7-01,SkyWest Airlines,1038619.0,882.0
2007-7-01,Southwest Airlines,2311754.0,356.0
2007-7-01,US Airways,1181512.0,795.0
2007-7-01,United Air Lines,1310342.0,912.0
2007-8-01,AirTran Airways,651646.0,277.0
2007-8-01,Alaska Airlines,442404.0,227.0
2007-8-01,Aloha Airlines,9432.0,7.0
2007-8-01,American Airlines,1550957.0,971.0
2007-8-01,American Eagle Airlines,1347122.0,1731.0
2007-8-01,Atlantic Southeast Airlines,1216176.0,1054.0
2007-8-01,Comair,497845.0,716.0
2007-8-01,Continental Air Lines,712095.0,251.0
2007-8-01,Delta Air Lines,1107297.0,544.0
2007-8-01,ExpressJet Airlines,878094.0,833.0
2007-8-01,Frontier Airlines,140332.0,15.0
2007-8-01,Hawaiian Airlines,26662.0,40.0
2007-8-01,JetBlue Airways,558211.0,156.0
2007-8-01,Mesa Airlines,633431.0,977.0
2007-8-01,Northwest Airlines,905699.0,303.0
2007-8-01,Pinnacle Airlines,564258.0,870.0
2007-8-01,SkyWest Airlines,1128464.0,994.0
2007-8-01,Southwest Airlines,2007835.0,489.0
2007-8-01,US Airways,1010033.0,651.0
2007-8-01,United Air Lines,1476973.0,1189.0
2007-9-01,AirTran Airways,242363.0,79.0
2007-9-01,Alaska Airlines,279567.0,169.0
2007-9-01,Aloha Airlines,11028.0,12.0
2007-9-01,American Airlines,979802.0,893.0
2007-9-01,American Eagle Airlines,743410.0,839.0
2007-9-01,Atlantic Southeast Airlines,887425.0,549.0
2007-9-01,Comair,237136.0,166.0
2007-9-01,Continental Air Lines,228972.0,43.0
2007-9-01,Delta Air Lines,511090.0,268.0
2007-9-01,ExpressJet Airlines,419963.0,243.0
2007-9-01,Frontier Airlines,51945.0,7.0
2007-9-01,Hawaiian Airlines,27633.0,17.0
2007-9-01,JetBlue Airways,163897.0,107.0
2007-9-01,Mesa Airlines,337959.0,386.0
2007-9-01,Northwest Airlines,545965.0,100.0
2007-9-01,Pinnacle Airlines,311435.0,509.0
2007-9-01,SkyWest Airlines,674978.0,560.0
2007-9-01,Southwest Airlines,935415.0,586.0
2007-9-01,US Airways,510688.0,320.0
2007-9-01,United Air Lines,734831.0,654.0
2008-1-01,AirTran Airways,327471.0,238.0
2008-1-01,Alaska Airlines,280107.0,355.0
2008-1-01,Aloha Airlines,20415.0,25.0
2008-1-01,American Airlines,1514560.0,1657.0
2008-1-01,American Eagle Airlines,1250625.0,2447.0
2008-1-01,Atlantic Southeast Airlines,508695.0,1128.0
2008-1-01,Comair,327143.0,501.0
2008-1-01,Continental Air Lines,462813.0,193.0
2008-1-01,Delta Air Lines,534794.0,1199.0
2008-1-01,ExpressJet Airlines,793957.0,603.0
2008-1-01,Frontier Airlines,109201.0,14.0
2008-1-01,Hawaiian Airlines,21012.0,36.0
2008-1-01,JetBlue Airways,320861.0,211.0
2008-1-01,Mesa Airlines,662168.0,1440.0
2008-1-01,Northwest Airlines,589314.0,279.0
2008-1-01,Pinnacle Airlines,635001.0,1133.0
2008-1-01,SkyWest Airlines,1619582.0,2564.0
2008-1-01,Southwest Airlines,1908245.0,1138.0
2008-1-01,US Airways,545867.0,666.0
2008-1-01,United Air Lines,1436573.0,1481.0
2008-10-01,AirTran Airways,242408.0,65.0
2008-10-01,Alaska Airlines,137525.0,93.0
2008-10-01,American Airlines,634860.0,321.0
2008-10-01,American Eagle Airlines,384624.0,295.0
2008-10-01,Atlantic Southeast Airlines,378585.0,80.0
2008-10-01,Comair,132211.0,53.0
2008-10-01,Continental Air Lines,310088.0,60.0
2008-10-01,Delta Air Lines,497849.0,227.0
2008-10-01,ExpressJet Airlines,355084.0,139.0
2008-10-01,Frontier Airlines,51178.0,14.0
2008-10-01,Hawaiian Airlines,46102.0,27.0
2008-10-01,JetBlue Airways,142271.0,52.0
2008-10-01,Mesa Airlines,339207.0,230.0
2008-10-01,Northwest Airlines,183761.0,41.0
2008-10-01,Pinnacle Airlines,155299.0,143.0
2008-10-01,SkyWest Airlines,408701.0,294.0
