date,airline,arr_flights,delay,carrier_delay,weather_delay,late_aircraft_delay,cancelled
2003-10-01,ATA Airlines d/b/a ATA,28,28,28,28,28,28
2003-10-01,AirTran Airways,38,38,38,38,38,38
2003-10-01,Alaska Airlines,45,45,45,45,45,45
2003-10-01,America West Airlines,50,50,50,50,50,50
2003-10-01,American Airlines,84,84,84,84,84,84
2003-10-01,American Eagle Airlines,99,99,99,99,99,99
2003-10-01,Atlantic Coast Airlines,84,84,84,84,84,84
2003-10-01,Atlantic Southeast Airlines,99,99,99,99,99,99
2003-10-01,Continental Air Lines,78,78,78,78,78,78
2003-10-01,Delta Air Lines,105,105,105,105,105,105
2003-10-01,ExpressJet Airlines,105,105,105,105,105,105
2003-10-01,JetBlue Airways,22,22,22,22,22,22
2003-10-01,Northwest Airlines,109,109,109,109,109,109
2003-10-01,SkyWest Airlines,105,105,105,105,105,105
2003-10-01,Southwest Airlines,59,59,59,59,59,59
2003-10-01,US Airways,58,58,58,58,58,58
2003-10-01,United Air Lines,78,78,78,78,78,78
2003-11-01,ATA Airlines d/b/a ATA,28,28,28,28,28,28
2003-11-01,AirTran Airways,37,37,37,37,37,37
2003-11-01,Alaska Airlines,45,45,45,45,45,45
2003-11-01,America West Airlines,50,50,50,50,50,50
2003-11-01,American Airlines,84,84,84,84,84,84
2003-11-01,American Eagle Airlines,100,100,100,100,100,100
2003-11-01,Atlantic Coast Airlines,81,81,81,81,81,81
2003-11-01,Atlantic Southeast Airlines,100,100,100,100,100,100
2003-11-01,Continental Air Lines,78,78,78,78,78,78
2003-11-01,Delta Air Lines,105,105,105,105,105,105
2003-11-01,ExpressJet Airlines,102,102,102,102,102,102
2003-11-01,Hawaiian Airlines,16,16,16,16,16,16
2003-11-01,JetBlue Airways,22,22,22,22,22,22
2003-11-01,Northwest Airlines,106,106,106,106,106,106
2003-11-01,SkyWest Airlines,105,105,105,105,105,105
2003-11-01,Southwest Airlines,59,59,59,59,59,59
2003-11-01,US Airways,58,58,58,58,58,58
2003-11-01,United Air Lines,77,77,77,77,77,77
2003-12-01,ATA Airlines d/b/a ATA,28,28,28,28,28,28
2003-12-01,AirTran Airways,37,37,37,37,37,37
2003-12-01,Alaska Airlines,46,46,46,46,46,46
2003-12-01,America West Airlines,50,50,50,50,50,50
2003-12-01,American Airlines,87,87,87,87,87,87
2003-12-01,American Eagle Airlines,102,102,102,102,102,102
2003-12-01,Atlantic Coast Airlines,81,81,81,81,81,81
2003-12-01,Atlantic Southeast Airlines,97,97,97,97,97,97
2003-12-01,Continental Air Lines,81,81,81,81,81,81
2003-12-01,Delta Air Lines,108,108,108,108,108,108
2003-12-01,ExpressJet Airlines,104,104,104,104,104,104
2003-12-01,Hawaiian Airlines,16,16,16,16,16,16
2003-12-01,JetBlue Airways,22,22,22,22,22,22
2003-12-01,Northwest Airlines,111,111,111,111,111,111
2003-12-01,SkyWest Airlines,103,103,103,103,103,103
2003-12-01,Southwest Airlines,59,59,59,59,59,59
2003-12-01,US Airways,59,59,59,59,59,59
2003-12-01,United Air Lines,81,81,81,81,81,81
2003-6-01,ATA Airlines d/b/a ATA,28,28,28,28,28,28
2003-6-01,AirTran Airways,39,39,39,39,39,39
2003-6-01,Alaska Airlines,46,46,46,46,46,46
2003-6-01,America West Airlines,52,53,52,52,52,52
2003-6-01,American Airlines,87,87,87,87,87,87
2003-6-01,American Eagle Airlines,94,94,94,94,94,94
2003-6-01,Atlantic Coast Airlines,83,83,83,83,83,83
2003-6-01,Atlantic Southeast Airlines,97,99,97,97,97,97
2003-6-01,Continental Air Lines,83,83,83,83,83,83
2003-6-01,Delta Air Lines,103,103,103,103,103,103
2003-6-01,ExpressJet Airlines,106,106,106,106,106,106
2003-6-01,JetBlue Airways,22,22,22,22,22,22
2003-6-01,Northwest Airlines,109,109,109,109,109,109
2003-6-01,SkyWest Airlines,98,98,98,98,98,98
2003-6-01,Southwest Airlines,59,59,59,59,59,59
2003-6-01,US Airways,61,61,61,61,61,61
2003-6-01,United Air Lines,78,78,78,78,78,78
2003-7-01,ATA Airlines d/b/a ATA,28,28,28,28,28,28
2003-7-01,AirTran Airways,39,39,39,39,39,39
2003-7-01,Alaska Airlines,46,46,46,46,46,46
2003-7-01,America West Airlines,52,52,52,52,52,52
2003-7-01,American Airlines,87,87,87,87,87,87
2003-7-01,American Eagle Airlines,95,95,95,95,95,95
2003-7-01,Atlantic Coast Airlines,84,84,84,84,84,84
2003-7-01,Atlantic Southeast Airlines,97,97,97,97,97,97
2003-7-01,Continental Air Lines,82,82,82,82,82,82
2003-7-01,Delta Air Lines,105,105,105,105,105,105
2003-7-01,ExpressJet Airlines,106,106,106,106,106,106
2003-7-01,JetBlue Airways,22,22,22,22,22,22
2003-7-01,Northwest Airlines,108,108,108,108,108,108
2003-7-01,SkyWest Airlines,101,101,101,101,101,101
2003-7-01,Southwest Airlines,59,59,59,59,59,59
2003-7-01,US Airways,60,60,60,60,60,60
2003-7-01,United Air Lines,78,78,78,78,78,78
2003-8-01,ATA Airlines d/b/a ATA,28,28,28,28,28,28
2003-8-01,AirTran Airways,39,39,39,39,39,39
2003-8-01,Alaska Airlines,46,46,46,46,46,46
2003-8-01,America West Airlines,52,52,52,52,52,52
2003-8-01,American Airlines,87,87,87,87,87,87
2003-8-01,American Eagle Airlines,95,95,95,95,95,95
2003-8-01,Atlantic Coast Airlines,83,83,83,83,83,83
2003-8-01,Atlantic Southeast Airlines,102,102,102,102,102,102
2003-8-01,Continental Air Lines,82,82,82,82,82,82
2003-8-01,Delta Air Lines,105,105,105,105,105,105
2003-8-01,ExpressJet Airlines,105,105,105,105,105,105
2003-8-01,JetBlue Airways,22,22,22,22,22,22
2003-8-01,Northwest Airlines,107,107,107,107,107,107
2003-8-01,SkyWest Airlines,98,98,98,98,98,98
2003-8-01,Southwest Airlines,59,59,59,59,59,59
2003-8-01,US Airways,59,59,59,59,59,59
2003-8-01,United Air Lines,78,78,78,78,78,78
2003-9-01,ATA Airlines d/b/a ATA,28,29,28,28,28,28
2003-9-01,AirTran Airways,39,39,39,39,39,39
2003-9-01,Alaska Airlines,46,46,46,46,46,46
2003-9-01,America West Airlines,52,52,52,52,52,52
2003-9-01,American Airlines,87,87,87,87,87,87
2003-9-01,American Eagle Airlines,95,95,95,95,95,95
2003-9-01,Atlantic Coast Airlines,83,83,83,83,83,83
2003-9-01,Atlantic Southeast Airlines,95,95,95,95,95,95
2003-9-01,Continental Air Lines,82,82,82,82,82,82
2003-9-01,Delta Air Lines,104,105,104,104,104,104
2003-9-01,ExpressJet Airlines,105,106,105,105,105,105
2003-9-01,JetBlue Airways,22,22,22,22,22,22
2003-9-01,Northwest Airlines,108,108,108,108,108,108
2003-9-01,SkyWest Airlines,103,103,103,103,103,103
2003-9-01,Southwest Airlines,59,59,59,59,59,59
2003-9-01,US Airways,59,59,59,59,59,59
2003-9-01,United Air Lines,78,78,78,78,78,78
2004-1-01,ATA Airlines d/b/a ATA,28,28,28,28,28,28
2004-1-01,AirTran Airways,37,37,37,37,37,37
2004-1-01,Alaska Airlines,46,46,46,46,46,46
2004-1-01,America West Airlines,50,50,50,50,50,50
2004-1-01,American Airlines,87,87,87,87,87,87
2004-1-01,American Eagle Airlines,105,105,105,105,105,105
2004-1-01,Atlantic Coast Airlines,81,81,81,81,81,81
2004-1-01,Atlantic Southeast Airlines,100,100,100,100,100,100
2004-1-01,Comair,116,116,116,116,116,116
2004-1-01,Continental Air Lines,78,78,78,78,78,78
2004-1-01,Delta Air Lines,107,107,107,107,107,107
2004-1-01,ExpressJet Airlines,103,103,103,103,103,103
2004-1-01,Hawaiian Airlines,16,16,16,16,16,16
2004-1-01,JetBlue Airways,22,22,22,22,22,22
2004-1-01,Northwest Airlines,111,111,111,111,111,111
2004-1-01,SkyWest Airlines,106,106,106,106,106,106
2004-1-01,Southwest Airlines,59,59,59,59,59,59
2004-1-01,US Airways,59,59,59,59,59,59
2004-1-01,United Air Lines,82,82,82,82,82,82
2004-10-01,ATA Airlines d/b/a ATA,26,26,26,26,26,26
2004-10-01,AirTran Airways,41,41,41,41,41,41
2004-10-01,Alaska Airlines,45,45,45,45,45,45
2004-10-01,America West Airlines,52,52,52,52,52,52
2004-10-01,American Airlines,80,80,80,80,80,80
2004-10-01,American Eagle Airlines,107,107,107,107,107,107
2004-10-01,Atlantic Southeast Airlines,103,103,103,103,103,103
2004-10-01,Comair,105,105,105,105,105,105
2004-10-01,Continental Air Lines,75,76,75,75,75,75
2004-10-01,Delta Air Lines,98,98,98,98,98,98
2004-10-01,ExpressJet Airlines,114,114,114,114,114,114
2004-10-01,Hawaiian Airlines,13,13,13,13,13,13
2004-10-01,Independence Air,61,61,61,61,61,61
2004-10-01,JetBlue Airways,27,27,27,27,27,27
2004-10-01,Northwest Airlines,116,116,116,116,116,116
2004-10-01,SkyWest Airlines,130,130,130,130,130,130
2004-10-01,Southwest Airlines,60,60,60,60,60,60
2004-10-01,US Airways,62,62,62,62,62,62
2004-10-01,United Air Lines,79,79,79,79,79,79
2004-11-01,ATA Airlines d/b/a ATA,26,26,26,26,26,26
2004-11-01,AirTran Airways,41,41,41,41,41,41
2004-11-01,Alaska Airlines,45,45,45,45,45,45
2004-11-01,America West Airlines,52,52,52,52,52,52
2004-11-01,American Airlines,81,81,81,81,81,81
2004-11-01,American Eagle Airlines,104,104,104,104,104,104
2004-11-01,Atlantic Southeast Airlines,109,109,109,109,109,109
2004-11-01,Comair,111,111,111,111,111,111
2004-11-01,Continental Air Lines,76,76,76,76,76,76
2004-11-01,Delta Air Lines,99,99,99,99,99,99
2004-11-01,ExpressJet Airlines,109,109,109,109,109,109
2004-11-01,Hawaiian Airlines,13,13,13,13,13,13
2004-11-01,Independence Air,61,62,61,61,61,61
2004-11-01,JetBlue Airways,27,27,27,27,27,27
2004-11-01,Northwest Airlines,112,112,112,112,112,112
2004-11-01,SkyWest Airlines,119,119,119,119,119,119
2004-11-01,Southwest Airlines,60,60,60,60,60,60
2004-11-01,US Airways,62,62,62,62,62,62
2004-11-01,United Air Lines,78,78,78,78,78,78
2004-12-01,ATA Airlines d/b/a ATA,26,26,26,26,26,26
2004-12-01,AirTran Airways,42,42,42,42,42,42
2004-12-01,Alaska Airlines,45,45,45,45,45,45
2004-12-01,America West Airlines,51,51,51,51,51,51
2004-12-01,American Airlines,84,84,84,84,84,84
2004-12-01,American Eagle Airlines,105,105,105,105,105,105
2004-12-01,Atlantic Southeast Airlines,110,111,110,110,110,110
2004-12-01,Comair,114,115,114,114,114,114
2004-12-01,Continental Air Lines,79,79,79,79,79,79
2004-12-01,Delta Air Lines,105,105,105,105,105,105
2004-12-01,ExpressJet Airlines,113,113,113,113,113,113
2004-12-01,Hawaiian Airlines,13,13,13,13,13,13
2004-12-01,Independence Air,40,40,40,40,40,40
2004-12-01,JetBlue Airways,28,28,28,28,28,28
2004-12-01,Northwest Airlines,117,117,117,117,117,117
2004-12-01,SkyWest Airlines,118,118,118,118,118,118
2004-12-01,Southwest Airlines,60,60,60,60,60,60
2004-12-01,US Airways,61,61,61,61,61,61
2004-12-01,United Air Lines,83,83,83,83,83,83
2004-2-01,ATA Airlines d/b/a ATA,27,28,27,27,27,27
2004-2-01,AirTran Airways,38,38,38,38,38,38
2004-2-01,Alaska Airlines,45,45,45,45,45,45
2004-2-01,America West Airlines,50,50,50,50,50,50
2004-2-01,American Airlines,86,86,86,86,86,86
2004-2-01,American Eagle Airlines,105,105,105,105,105,105
2004-2-01,Atlantic Coast Airlines,78,78,78,78,78,78
2004-2-01,Atlantic Southeast Airlines,95,97,95,95,95,95
2004-2-01,Comair,111,111,111,111,111,111
2004-2-01,Continental Air Lines,80,80,80,80,80,80
2004-2-01,Delta Air Lines,101,101,101,101,101,101
2004-2-01,ExpressJet Airlines,107,107,107,107,107,107
2004-2-01,Hawaiian Airlines,16,16,16,16,16,16
2004-2-01,JetBlue Airways,22,22,22,22,22,22
2004-2-01,Northwest Airlines,112,112,112,112,112,112
2004-2-01,SkyWest Airlines,102,102,102,102,102,102
2004-2-01,Southwest Airlines,59,59,59,59,59,59
2004-2-01,US Airways,61,61,61,61,61,61
2004-2-01,United Air Lines,82,82,82,82,82,82
2004-3-01,ATA Airlines d/b/a ATA,27,28,27,27,27,27
2004-3-01,AirTran Airways,37,37,37,37,37,37
2004-3-01,Alaska Airlines,45,45,45,45,45,45
2004-3-01,America West Airlines,50,50,50,50,50,50
2004-3-01,American Airlines,86,86,86,86,86,86
2004-3-01,American Eagle Airlines,106,106,106,106,106,106
2004-3-01,Atlantic Coast Airlines,76,76,76,76,76,76
2004-3-01,Atlantic Southeast Airlines,97,99,97,97,97,97
2004-3-01,Comair,113,113,113,113,113,113
2004-3-01,Continental Air Lines,78,78,78,78,78,78
2004-3-01,Delta Air Lines,101,101,101,101,101,101
2004-3-01,ExpressJet Airlines,106,106,106,106,106,106
2004-3-01,Hawaiian Airlines,15,15,15,15,15,15
2004-3-01,JetBlue Airways,23,23,23,23,23,23
2004-3-01,Northwest Airlines,111,111,111,111,111,111
2004-3-01,SkyWest Airlines,104,104,104,104,104,104
2004-3-01,Southwest Airlines,59,59,59,59,59,59
2004-3-01,US Airways,60,60,60,60,60,60
2004-3-01,United Air Lines,81,81,81,81,81,81
2004-4-01,ATA Airlines d/b/a ATA,27,27,27,27,27,27
2004-4-01,AirTran Airways,38,38,38,38,38,38
2004-4-01,Alaska Airlines,45,45,45,45,45,45
2004-4-01,America West Airlines,50,50,50,50,50,50
2004-4-01,American Airlines,85,85,85,85,85,85
2004-4-01,American Eagle Airlines,106,106,106,106,106,106
2004-4-01,Atlantic Coast Airlines,76,76,76,76,76,76
2004-4-01,Atlantic Southeast Airlines,94,95,94,94,94,94
2004-4-01,Comair,113,113,113,113,113,113
2004-4-01,Continental Air Lines,84,84,84,84,84,84
2004-4-01,Delta Air Lines,101,101,101,101,101,101
2004-4-01,ExpressJet Airlines,108,108,108,108,108,108
2004-4-01,Hawaiian Airlines,15,15,15,15,15,15
2004-4-01,JetBlue Airways,23,23,23,23,23,23
2004-4-01,Northwest Airlines,108,108,108,108,108,108
2004-4-01,SkyWest Airlines,103,103,103,103,103,103
2004-4-01,Southwest Airlines,59,59,59,59,59,59
2004-4-01,US Airways,60,60,60,60,60,60
2004-4-01,United Air Lines,81,81,81,81,81,81
2004-5-01,ATA Airlines d/b/a ATA,26,26,26,26,26,26
2004-5-01,AirTran Airways,38,38,38,38,38,38
2004-5-01,Alaska Airlines,45,45,45,45,45,45
2004-5-01,America West Airlines,50,50,50,50,50,50
2004-5-01,American Airlines,81,81,81,81,81,81
2004-5-01,American Eagle Airlines,104,104,104,104,104,104
2004-5-01,Atlantic Coast Airlines,77,77,77,77,77,77
2004-5-01,Atlantic Southeast Airlines,100,100,100,100,100,100
2004-5-01,Comair,110,110,110,110,110,110
2004-5-01,Continental Air Lines,79,79,79,79,79,79
2004-5-01,Delta Air Lines,98,98,98,98,98,98
2004-5-01,ExpressJet Airlines,111,111,111,111,111,111
2004-5-01,Hawaiian Airlines,15,15,15,15,15,15
2004-5-01,JetBlue Airways,25,25,25,25,25,25
2004-5-01,Northwest Airlines,107,110,107,107,107,107
2004-5-01,SkyWest Airlines,103,103,103,103,103,103
2004-5-01,Southwest Airlines,60,60,60,60,60,60
2004-5-01,US Airways,60,60,60,60,60,60
2004-5-01,United Air Lines,78,78,78,78,78,78
2004-6-01,ATA Airlines d/b/a ATA,27,27,27,27,27,27
2004-6-01,AirTran Airways,40,40,40,40,40,40
2004-6-01,Alaska Airlines,46,46,46,46,46,46
2004-6-01,America West Airlines,52,52,52,52,52,52
2004-6-01,American Airlines,84,84,84,84,84,84
2004-6-01,American Eagle Airlines,105,105,105,105,105,105
2004-6-01,Atlantic Coast Airlines,79,79,79,79,79,79
2004-6-01,Atlantic Southeast Airlines,106,106,106,106,106,106
2004-6-01,Comair,109,109,109,109,109,109
2004-6-01,Continental Air Lines,79,79,79,79,79,79
2004-6-01,Delta Air Lines,98,98,98,98,98,98
2004-6-01,ExpressJet Airlines,116,116,116,116,116,116
2004-6-01,Hawaiian Airlines,15,15,15,15,15,15
2004-6-01,JetBlue Airways,26,26,26,26,26,26
2004-6-01,Northwest Airlines,114,114,114,114,114,114
2004-6-01,SkyWest Airlines,113,113,113,113,113,113
2004-6-01,Southwest Airlines,60,60,60,60,60,60
2004-6-01,US Airways,59,59,59,59,59,59
2004-6-01,United Air Lines,79,79,79,79,79,79
2004-7-01,ATA Airlines d/b/a ATA,27,27,27,27,27,27
2004-7-01,AirTran Airways,43,43,43,43,43,43
2004-7-01,Alaska Airlines,46,46,46,46,46,46
2004-7-01,America West Airlines,52,52,52,52,52,52
2004-7-01,American Airlines,84,84,84,84,84,84
2004-7-01,American Eagle Airlines,106,106,106,106,106,106
2004-7-01,Atlantic Coast Airlines,74,74,74,74,74,74
2004-7-01,Atlantic Southeast Airlines,104,104,104,104,104,104
2004-7-01,Comair,108,109,108,108,108,108
2004-7-01,Continental Air Lines,76,76,76,76,76,76
2004-7-01,Delta Air Lines,99,99,99,99,99,99
2004-7-01,ExpressJet Airlines,116,116,116,116,116,116
2004-7-01,Hawaiian Airlines,16,16,16,16,16,16
2004-7-01,JetBlue Airways,25,25,25,25,25,25
2004-7-01,Northwest Airlines,113,113,113,113,113,113
2004-7-01,SkyWest Airlines,120,120,120,120,120,120
2004-7-01,Southwest Airlines,60,60,60,60,60,60
2004-7-01,US Airways,59,59,59,59,59,59
2004-7-01,United Air Lines,79,79,79,79,79,79
2004-8-01,ATA Airlines d/b/a ATA,27,27,27,27,27,27
2004-8-01,AirTran Airways,43,43,43,43,43,43
2004-8-01,Alaska Airlines,46,46,46,46,46,46
2004-8-01,America West Airlines,51,51,51,51,51,51
2004-8-01,American Airlines,84,84,84,84,84,84
2004-8-01,American Eagle Airlines,107,107,107,107,107,107
2004-8-01,Atlantic Coast Airlines,69,69,69,69,69,69
2004-8-01,Atlantic Southeast Airlines,102,102,102,102,102,102
2004-8-01,Comair,104,104,104,104,104,104
2004-8-01,Continental Air Lines,76,76,76,76,76,76
2004-8-01,Delta Air Lines,99,99,99,99,99,99
2004-8-01,ExpressJet Airlines,117,117,117,117,117,117
2004-8-01,Hawaiian Airlines,17,17,17,17,17,17
2004-8-01,JetBlue Airways,25,25,25,25,25,25
2004-8-01,Northwest Airlines,112,112,112,112,112,112
2004-8-01,SkyWest Airlines,125,125,125,125,125,125
2004-8-01,Southwest Airlines,60,60,60,60,60,60
2004-8-01,US Airways,60,60,60,60,60,60
2004-8-01,United Air Lines,79,79,79,79,79,79
2004-9-01,ATA Airlines d/b/a ATA,27,27,27,27,27,27
2004-9-01,AirTran Airways,44,44,44,44,44,44
2004-9-01,Alaska Airlines,46,46,46,46,46,46
2004-9-01,America West Airlines,51,51,51,51,51,51
2004-9-01,American Airlines,84,84,84,84,84,84
2004-9-01,American Eagle Airlines,108,108,108,108,108,108
2004-9-01,Atlantic Coast Airlines,64,64,64,64,64,64
2004-9-01,Atlantic Southeast Airlines,103,103,103,103,103,103
2004-9-01,Comair,106,106,106,106,106,106
2004-9-01,Continental Air Lines,77,77,77,77,77,77
2004-9-01,Delta Air Lines,98,98,98,98,98,98
2004-9-01,ExpressJet Airlines,117,117,117,117,117,117
2004-9-01,Hawaiian Airlines,16,16,16,16,16,16
2004-9-01,JetBlue Airways,27,27,27,27,27,27
2004-9-01,Northwest Airlines,116,117,116,116,116,116
2004-9-01,SkyWest Airlines,127,127,127,127,127,127
2004-9-01,Southwest Airlines,60,60,60,60,60,60
2004-9-01,US Airways,61,61,61,61,61,61
2004-9-01,United Air Lines,79,79,79,79,79,79
2005-1-01,ATA Airlines d/b/a ATA,27,27,27,27,27,27
2005-1-01,AirTran Airways,42,42,42,42,42,42
2005-1-01,Alaska Airlines,45,45,45,45,45,45
2005-1-01,America West Airlines,51,51,51,51,51,51
2005-1-01,American Airlines,84,84,84,84,84,84
2005-1-01,American Eagle Airlines,104,104,104,104,104,104
2005-1-01,Atlantic Southeast Airlines,121,121,121,121,121,121
2005-1-01,Comair,118,118,118,118,118,118
2005-1-01,Continental Air Lines,79,79,79,79,79,79
2005-1-01,Delta Air Lines,109,109,109,109,109,109
2005-1-01,ExpressJet Airlines,112,112,112,112,112,112
2005-1-01,Hawaiian Airlines,13,13,13,13,13,13
2005-1-01,Independence Air,40,40,40,40,40,40
2005-1-01,JetBlue Airways,27,27,27,27,27,27
2005-1-01,Northwest Airlines,117,117,117,117,117,117
2005-1-01,SkyWest Airlines,121,121,121,121,121,121
2005-1-01,Southwest Airlines,60,60,60,60,60,60
2005-1-01,US Airways,61,61,61,61,61,61
2005-1-01,United Air Lines,83,83,83,83,83,83
2005-10-01,ATA Airlines d/b/a ATA,18,18,18,18,18,18
2005-10-01,AirTran Airways,45,45,45,45,45,45
2005-10-01,Alaska Airlines,46,46,46,46,46,46
2005-10-01,America West Airlines,50,50,50,50,50,50
2005-10-01,American Airlines,83,83,83,83,83,83
2005-10-01,American Eagle Airlines,107,107,107,107,107,107
2005-10-01,Atlantic Southeast Airlines,123,123,123,123,123,123
2005-10-01,Comair,104,106,104,104,104,104
2005-10-01,Continental Air Lines,72,72,72,72,72,72
2005-10-01,Delta Air Lines,99,99,99,99,99,99
2005-10-01,ExpressJet Airlines,114,114,114,114,114,114
2005-10-01,Frontier Airlines,38,38,38,38,38,38
2005-10-01,Hawaiian Airlines,14,14,14,14,14,14
2005-10-01,Independence Air,44,44,44,44,44,44
2005-10-01,JetBlue Airways,31,31,31,31,31,31
2005-10-01,Northwest Airlines,111,112,111,111,111,111
2005-10-01,SkyWest Airlines,125,125,125,125,125,125
2005-10-01,Southwest Airlines,61,61,61,61,61,61
2005-10-01,US Airways,59,59,59,59,59,59
2005-10-01,United Air Lines,78,78,78,78,78,78
2005-11-01,ATA Airlines d/b/a ATA,16,16,16,16,16,16
2005-11-01,AirTran Airways,46,46,46,46,46,46
2005-11-01,Alaska Airlines,46,46,46,46,46,46
2005-11-01,America West Airlines,49,49,49,49,49,49
2005-11-01,American Airlines,82,82,82,82,82,82
2005-11-01,American Eagle Airlines,107,107,107,107,107,107
2005-11-01,Atlantic Southeast Airlines,124,124,124,124,124,124
2005-11-01,Comair,104,104,104,104,104,104
2005-11-01,Continental Air Lines,70,70,70,70,70,70
2005-11-01,Delta Air Lines,100,100,100,100,100,100
2005-11-01,ExpressJet Airlines,114,114,114,114,114,114
2005-11-01,Frontier Airlines,39,39,39,39,39,39
2005-11-01,Hawaiian Airlines,14,14,14,14,14,14
2005-11-01,Independence Air,38,38,38,38,38,38
2005-11-01,JetBlue Airways,31,31,31,31,31,31
2005-11-01,Northwest Airlines,109,109,109,109,109,109
2005-11-01,SkyWest Airlines,120,120,120,120,120,120
2005-11-01,Southwest Airlines,61,61,61,61,61,61
2005-11-01,US Airways,59,59,59,59,59,59
2005-11-01,United Air Lines,77,77,77,77,77,77
2005-12-01,ATA Airlines d/b/a ATA,15,17,15,15,15,15
2005-12-01,AirTran Airways,46,46,46,46,46,46
2005-12-01,Alaska Airlines,46,46,46,46,46,46
2005-12-01,America West Airlines,51,51,51,51,51,51
2005-12-01,American Airlines,86,86,86,86,86,86
2005-12-01,American Eagle Airlines,111,111,111,111,111,111
2005-12-01,Atlantic Southeast Airlines,124,127,124,124,124,124
2005-12-01,Comair,106,109,106,106,106,106
2005-12-01,Continental Air Lines,71,72,71,71,71,71
2005-12-01,Delta Air Lines,102,102,102,102,102,102
2005-12-01,ExpressJet Airlines,116,116,116,116,116,116
2005-12-01,Frontier Airlines,38,38,38,38,38,38
2005-12-01,Hawaiian Airlines,14,14,14,14,14,14
2005-12-01,Independence Air,37,37,37,37,37,37
2005-12-01,JetBlue Airways,31,31,31,31,31,31
2005-12-01,Northwest Airlines,111,111,111,111,111,111
2005-12-01,SkyWest Airlines,123,123,123,123,123,123
2005-12-01,Southwest Airlines,61,61,61,61,61,61
2005-12-01,US Airways,60,60,60,60,60,60
2005-12-01,United Air Lines,83,83,83,83,83,83
2005-2-01,ATA Airlines d/b/a ATA,23,23,23,23,23,23
2005-2-01,AirTran Airways,42,42,42,42,42,42
2005-2-01,Alaska Airlines,45,45,45,45,45,45
2005-2-01,America West Airlines,51,51,51,51,51,51
2005-2-01,American Airlines,84,84,84,84,84,84
2005-2-01,American Eagle Airlines,104,104,104,104,104,104
2005-2-01,Atlantic Southeast Airlines,111,111,111,111,111,111
2005-2-01,Comair,111,111,111,111,111,111
2005-2-01,Continental Air Lines,74,74,74,74,74,74
2005-2-01,Delta Air Lines,107,107,107,107,107,107
2005-2-01,ExpressJet Airlines,112,112,112,112,112,112
2005-2-01,Hawaiian Airlines,13,13,13,13,13,13
2005-2-01,Independence Air,40,40,40,40,40,40
2005-2-01,JetBlue Airways,27,27,27,27,27,27
2005-2-01,Northwest Airlines,117,117,117,117,117,117
2005-2-01,SkyWest Airlines,119,119,119,119,119,119
2005-2-01,Southwest Airlines,60,60,60,60,60,60
2005-2-01,US Airways,63,63,63,63,63,63
2005-2-01,United Air Lines,83,83,83,83,83,83
2005-3-01,ATA Airlines d/b/a ATA,22,22,22,22,22,22
2005-3-01,AirTran Airways,42,42,42,42,42,42
2005-3-01,Alaska Airlines,45,45,45,45,45,45
2005-3-01,America West Airlines,50,51,50,50,50,50
2005-3-01,American Airlines,84,84,84,84,84,84
2005-3-01,American Eagle Airlines,104,104,104,104,104,104
2005-3-01,Atlantic Southeast Airlines,114,114,114,114,114,114
2005-3-01,Comair,113,113,113,113,113,113
2005-3-01,Continental Air Lines,77,77,77,77,77,77
2005-3-01,Delta Air Lines,108,108,108,108,108,108
2005-3-01,ExpressJet Airlines,113,113,113,113,113,113
2005-3-01,Hawaiian Airlines,13,13,13,13,13,13
2005-3-01,Independence Air,41,41,41,41,41,41
2005-3-01,JetBlue Airways,28,28,28,28,28,28
2005-3-01,Northwest Airlines,115,115,115,115,115,115
2005-3-01,SkyWest Airlines,120,120,120,120,120,120
2005-3-01,Southwest Airlines,60,60,60,60,60,60
2005-3-01,US Airways,63,63,63,63,63,63
2005-3-01,United Air Lines,83,83,83,83,83,83
2005-4-01,ATA Airlines d/b/a ATA,22,22,22,22,22,22
2005-4-01,AirTran Airways,44,44,44,44,44,44
2005-4-01,Alaska Airlines,45,45,45,45,45,45
2005-4-01,America West Airlines,51,51,51,51,51,51
2005-4-01,American Airlines,84,84,84,84,84,84
2005-4-01,American Eagle Airlines,104,104,104,104,104,104
2005-4-01,Atlantic Southeast Airlines,114,114,114,114,114,114
2005-4-01,Comair,112,112,112,112,112,112
2005-4-01,Continental Air Lines,81,81,81,81,81,81
2005-4-01,Delta Air Lines,108,108,108,108,108,108
2005-4-01,ExpressJet Airlines,112,112,112,112,112,112
2005-4-01,Hawaiian Airlines,13,13,13,13,13,13
2005-4-01,Independence Air,42,42,42,42,42,42
2005-4-01,JetBlue Airways,27,27,27,27,27,27
2005-4-01,Northwest Airlines,119,119,119,119,119,119
2005-4-01,SkyWest Airlines,126,126,126,126,126,126
2005-4-01,Southwest Airlines,60,60,60,60,60,60
2005-4-01,US Airways,63,63,63,63,63,63
2005-4-01,United Air Lines,84,84,84,84,84,84
2005-5-01,ATA Airlines d/b/a ATA,18,18,18,18,18,18
2005-5-01,AirTran Airways,45,45,45,45,45,45
2005-5-01,Alaska Airlines,45,45,45,45,45,45
2005-5-01,America West Airlines,50,50,50,50,50,50
2005-5-01,American Airlines,79,79,79,79,79,79
2005-5-01,American Eagle Airlines,101,101,101,101,101,101
2005-5-01,Atlantic Southeast Airlines,116,116,116,116,116,116
2005-5-01,Comair,112,112,112,112,112,112
2005-5-01,Continental Air Lines,75,76,75,75,75,75
2005-5-01,Delta Air Lines,105,105,105,105,105,105
