date,airline,arr_flights,delay,carrier_delay,weather_delay,late_aircraft_delay,cancelled
2015-12-01,Frontier Airlines,50,50,50,50,50,50
2015-12-01,Hawaiian Airlines,17,17,17,17,17,17
2015-12-01,JetBlue Airways,60,60,60,60,60,60
2015-12-01,SkyWest Airlines,182,184,182,182,182,182
2015-12-01,Southwest Airlines,86,86,86,86,86,86
2015-12-01,Spirit Air Lines,33,33,33,33,33,33
2015-12-01,United Air Lines,86,86,86,86,86,86
2015-12-01,Virgin America,20,20,20,20,20,20
2015-2-01,Alaska Airlines,58,58,58,58,58,58
2015-2-01,American Airlines,80,80,80,80,80,80
2015-2-01,Delta Air Lines,146,146,146,146,146,146
2015-2-01,Envoy Air,122,122,122,122,122,122
2015-2-01,ExpressJet Airlines,170,170,170,170,170,170
2015-2-01,Frontier Airlines,51,51,51,51,51,51
2015-2-01,Hawaiian Airlines,17,17,17,17,17,17
2015-2-01,JetBlue Airways,57,57,57,57,57,57
2015-2-01,SkyWest Airlines,172,172,172,172,172,172
2015-2-01,Southwest Airlines,86,86,86,86,86,86
2015-2-01,Spirit Air Lines,33,33,33,33,33,33
2015-2-01,US Airways,74,74,74,74,74,74
2015-2-01,United Air Lines,75,75,75,75,75,75
2015-2-01,Virgin America,18,18,18,18,18,18
2015-3-01,Alaska Airlines,60,60,60,60,60,60
2015-3-01,American Airlines,82,82,82,82,82,82
2015-3-01,Delta Air Lines,143,144,143,143,143,143
2015-3-01,Envoy Air,122,122,122,122,122,122
2015-3-01,ExpressJet Airlines,167,168,167,167,167,167
2015-3-01,Frontier Airlines,51,51,51,51,51,51
2015-3-01,Hawaiian Airlines,17,17,17,17,17,17
2015-3-01,JetBlue Airways,57,57,57,57,57,57
2015-3-01,SkyWest Airlines,170,171,170,170,170,170
2015-3-01,Southwest Airlines,86,86,86,86,86,86
2015-3-01,Spirit Air Lines,34,34,34,34,34,34
2015-3-01,US Airways,72,72,72,72,72,72
2015-3-01,United Air Lines,75,76,75,75,75,75
2015-3-01,Virgin America,18,18,18,18,18,18
2015-4-01,Alaska Airlines,60,60,60,60,60,60
2015-4-01,American Airlines,80,80,80,80,80,80
2015-4-01,Delta Air Lines,143,143,143,143,143,143
2015-4-01,Envoy Air,116,116,116,116,116,116
2015-4-01,ExpressJet Airlines,166,166,166,166,166,166
2015-4-01,Frontier Airlines,54,54,54,54,54,54
2015-4-01,Hawaiian Airlines,17,17,17,17,17,17
2015-4-01,JetBlue Airways,58,58,58,58,58,58
2015-4-01,SkyWest Airlines,172,172,172,172,172,172
2015-4-01,Southwest Airlines,86,86,86,86,86,86
2015-4-01,Spirit Air Lines,34,34,34,34,34,34
2015-4-01,US Airways,72,72,72,72,72,72
2015-4-01,United Air Lines,78,78,78,78,78,78
2015-4-01,Virgin America,18,18,18,18,18,18
2015-5-01,Alaska Airlines,60,60,60,60,60,60
2015-5-01,American Airlines,76,76,76,76,76,76
2015-5-01,Delta Air Lines,148,148,148,148,148,148
2015-5-01,Envoy Air,116,116,116,116,116,116
2015-5-01,ExpressJet Airlines,161,161,161,161,161,161
2015-5-01,Frontier Airlines,49,49,49,49,49,49
2015-5-01,Hawaiian Airlines,17,17,17,17,17,17
2015-5-01,JetBlue Airways,62,62,62,62,62,62
2015-5-01,SkyWest Airlines,169,169,169,169,169,169
2015-5-01,Southwest Airlines,86,86,86,86,86,86
2015-5-01,Spirit Air Lines,33,33,33,33,33,33
2015-5-01,US Airways,72,72,72,72,72,72
2015-5-01,United Air Lines,74,74,74,74,74,74
2015-5-01,Virgin America,17,18,17,17,17,17
2015-6-01,Alaska Airlines,63,63,63,63,63,63
2015-6-01,American Airlines,78,78,78,78,78,78
2015-6-01,Delta Air Lines,151,151,151,151,151,151
2015-6-01,Envoy Air,122,122,122,122,122,122
2015-6-01,ExpressJet Airlines,175,175,175,175,175,175
2015-6-01,Frontier Airlines,49,49,49,49,49,49
2015-6-01,Hawaiian Airlines,17,17,17,17,17,17
2015-6-01,JetBlue Airways,63,63,63,63,63,63
2015-6-01,SkyWest Airlines,176,176,176,176,176,176
2015-6-01,Southwest Airlines,86,86,86,86,86,86
2015-6-01,Spirit Air Lines,33,33,33,33,33,33
2015-6-01,US Airways,70,70,70,70,70,70
2015-6-01,United Air Lines,79,79,79,79,79,79
2015-6-01,Virgin America,17,17,17,17,17,17
2015-7-01,Alaska Airlines,62,62,62,62,62,62
2015-7-01,American Airlines,86,86,86,86,86,86
2015-7-01,Delta Air Lines,145,145,145,145,145,145
2015-7-01,Envoy Air,115,115,115,115,115,115
2015-7-01,ExpressJet Airlines,166,166,166,166,166,166
2015-7-01,Frontier Airlines,49,49,49,49,49,49
2015-7-01,Hawaiian Airlines,17,17,17,17,17,17
2015-7-01,JetBlue Airways,63,63,63,63,63,63
2015-7-01,SkyWest Airlines,168,168,168,168,168,168
2015-7-01,Southwest Airlines,86,86,86,86,86,86
2015-7-01,Spirit Air Lines,33,33,33,33,33,33
2015-7-01,United Air Lines,79,79,79,79,79,79
2015-7-01,Virgin America,17,17,17,17,17,17
2015-8-01,Alaska Airlines,63,63,63,63,63,63
2015-8-01,American Airlines,85,85,85,85,85,85
2015-8-01,Delta Air Lines,146,146,146,146,146,146
2015-8-01,Envoy Air,113,113,113,113,113,113
2015-8-01,ExpressJet Airlines,165,165,165,165,165,165
2015-8-01,Frontier Airlines,49,49,49,49,49,49
2015-8-01,Hawaiian Airlines,17,17,17,17,17,17
2015-8-01,JetBlue Airways,63,63,63,63,63,63
2015-8-01,SkyWest Airlines,174,174,174,174,174,174
2015-8-01,Southwest Airlines,86,86,86,86,86,86
2015-8-01,Spirit Air Lines,33,33,33,33,33,33
2015-8-01,United Air Lines,80,80,80,80,80,80
2015-8-01,Virgin America,17,17,17,17,17,17
2015-9-01,Alaska Airlines,61,61,61,61,61,61
2015-9-01,American Airlines,88,88,88,88,88,88
2015-9-01,Delta Air Lines,146,148,146,146,146,146
2015-9-01,Envoy Air,108,108,108,108,108,108
2015-9-01,ExpressJet Airlines,160,160,160,160,160,160
2015-9-01,Frontier Airlines,49,49,49,49,49,49
2015-9-01,Hawaiian Airlines,17,17,17,17,17,17
2015-9-01,JetBlue Airways,63,63,63,63,63,63
2015-9-01,SkyWest Airlines,179,179,179,179,179,179
2015-9-01,Southwest Airlines,86,86,86,86,86,86
2015-9-01,Spirit Air Lines,33,33,33,33,33,33
2015-9-01,United Air Lines,83,83,83,83,83,83
2015-9-01,Virgin America,18,18,18,18,18,18
2016-1-01,Alaska Airlines,64,64,64,64,64,64
2016-1-01,American Airlines,95,95,95,95,95,95
2016-1-01,Delta Air Lines,148,148,148,148,148,148
2016-1-01,ExpressJet Airlines,163,163,163,163,163,163
2016-1-01,Frontier Airlines,50,50,50,50,50,50
2016-1-01,Hawaiian Airlines,17,17,17,17,17,17
2016-1-01,JetBlue Airways,62,62,62,62,62,62
2016-1-01,SkyWest Airlines,183,183,183,183,183,183
2016-1-01,Southwest Airlines,86,86,86,86,86,86
2016-1-01,Spirit Air Lines,33,33,33,33,33,33
2016-1-01,United Air Lines,86,86,86,86,86,86
2016-1-01,Virgin America,20,20,20,20,20,20
2016-10-01,Alaska Airlines,64,64,64,64,64,64
2016-10-01,American Airlines,93,93,93,93,93,93
2016-10-01,Delta Air Lines,148,150,148,148,148,148
2016-10-01,ExpressJet Airlines,159,159,159,159,159,159
2016-10-01,Frontier Airlines,55,55,55,55,55,55
2016-10-01,Hawaiian Airlines,17,17,17,17,17,17
2016-10-01,JetBlue Airways,65,65,65,65,65,65
2016-10-01,SkyWest Airlines,186,187,186,186,186,186
2016-10-01,Southwest Airlines,87,87,87,87,87,87
2016-10-01,Spirit Air Lines,34,34,34,34,34,34
2016-10-01,United Air Lines,89,89,89,89,89,89
2016-10-01,Virgin America,21,21,21,21,21,21
2016-11-01,Alaska Airlines,65,65,65,65,65,65
2016-11-01,American Airlines,91,91,91,91,91,91
2016-11-01,Delta Air Lines,150,150,150,150,150,150
2016-11-01,ExpressJet Airlines,162,163,162,162,162,162
2016-11-01,Frontier Airlines,54,54,54,54,54,54
2016-11-01,Hawaiian Airlines,17,17,17,17,17,17
2016-11-01,JetBlue Airways,63,63,63,63,63,63
2016-11-01,SkyWest Airlines,191,192,191,191,191,191
2016-11-01,Southwest Airlines,87,87,87,87,87,87
2016-11-01,Spirit Air Lines,36,36,36,36,36,36
2016-11-01,United Air Lines,88,88,88,88,88,88
2016-11-01,Virgin America,21,21,21,21,21,21
2016-12-01,Alaska Airlines,65,65,65,65,65,65
2016-12-01,American Airlines,93,93,93,93,93,93
2016-12-01,Delta Air Lines,148,148,148,148,148,148
2016-12-01,ExpressJet Airlines,160,160,160,160,160,160
2016-12-01,Frontier Airlines,54,54,54,54,54,54
2016-12-01,Hawaiian Airlines,17,17,17,17,17,17
2016-12-01,JetBlue Airways,63,63,63,63,63,63
2016-12-01,SkyWest Airlines,187,187,187,187,187,187
2016-12-01,Southwest Airlines,87,87,87,87,87,87
2016-12-01,Spirit Air Lines,36,36,36,36,36,36
2016-12-01,United Air Lines,92,92,92,92,92,92
2016-12-01,Virgin America,21,22,21,21,21,21
2016-2-01,Alaska Airlines,63,63,63,63,63,63
2016-2-01,American Airlines,95,95,95,95,95,95
2016-2-01,Delta Air Lines,150,150,150,150,150,150
2016-2-01,ExpressJet Airlines,160,160,160,160,160,160
2016-2-01,Frontier Airlines,40,40,40,40,40,40
2016-2-01,Hawaiian Airlines,17,17,17,17,17,17
2016-2-01,JetBlue Airways,62,62,62,62,62,62
2016-2-01,SkyWest Airlines,183,183,183,183,183,183
2016-2-01,Southwest Airlines,86,86,86,86,86,86
2016-2-01,Spirit Air Lines,33,33,33,33,33,33
2016-2-01,United Air Lines,83,83,83,83,83,83
2016-2-01,Virgin America,20,20,20,20,20,20
2016-3-01,Alaska Airlines,64,64,64,64,64,64
2016-3-01,American Airlines,92,92,92,92,92,92
2016-3-01,Delta Air Lines,147,148,147,147,147,147
2016-3-01,ExpressJet Airlines,165,165,165,165,165,165
2016-3-01,Frontier Airlines,41,41,41,41,41,41
2016-3-01,Hawaiian Airlines,17,17,17,17,17,17
2016-3-01,JetBlue Airways,62,62,62,62,62,62
2016-3-01,SkyWest Airlines,188,188,188,188,188,188
2016-3-01,Southwest Airlines,86,86,86,86,86,86
2016-3-01,Spirit Air Lines,34,34,34,34,34,34
2016-3-01,United Air Lines,86,86,86,86,86,86
2016-3-01,Virgin America,21,21,21,21,21,21
2016-4-01,Alaska Airlines,64,64,64,64,64,64
2016-4-01,American Airlines,92,92,92,92,92,92
2016-4-01,Delta Air Lines,146,146,146,146,146,146
2016-4-01,ExpressJet Airlines,166,166,166,166,166,166
2016-4-01,Frontier Airlines,47,47,47,47,47,47
2016-4-01,Hawaiian Airlines,17,17,17,17,17,17
2016-4-01,JetBlue Airways,62,62,62,62,62,62
2016-4-01,SkyWest Airlines,196,196,196,196,196,196
2016-4-01,Southwest Airlines,86,86,86,86,86,86
2016-4-01,Spirit Air Lines,35,35,35,35,35,35
2016-4-01,United Air Lines,87,87,87,87,87,87
2016-4-01,Virgin America,21,21,21,21,21,21
2016-5-01,Alaska Airlines,64,64,64,64,64,64
2016-5-01,American Airlines,88,88,88,88,88,88
2016-5-01,Delta Air Lines,145,145,145,145,145,145
2016-5-01,ExpressJet Airlines,157,158,157,157,157,157
2016-5-01,Frontier Airlines,52,52,52,52,52,52
2016-5-01,Hawaiian Airlines,17,17,17,17,17,17
2016-5-01,JetBlue Airways,67,67,67,67,67,67
2016-5-01,SkyWest Airlines,193,196,193,193,193,193
2016-5-01,Southwest Airlines,86,86,86,86,86,86
2016-5-01,Spirit Air Lines,34,34,34,34,34,34
2016-5-01,United Air Lines,85,85,85,85,85,85
2016-5-01,Virgin America,21,21,21,21,21,21
2016-6-01,Alaska Airlines,68,68,68,68,68,68
2016-6-01,American Airlines,89,89,89,89,89,89
2016-6-01,Delta Air Lines,151,151,151,151,151,151
2016-6-01,ExpressJet Airlines,162,162,162,162,162,162
2016-6-01,Frontier Airlines,53,53,53,53,53,53
2016-6-01,Hawaiian Airlines,17,17,17,17,17,17
2016-6-01,JetBlue Airways,66,66,66,66,66,66
2016-6-01,SkyWest Airlines,191,192,191,191,191,191
2016-6-01,Southwest Airlines,87,87,87,87,87,87
2016-6-01,Spirit Air Lines,34,34,34,34,34,34
2016-6-01,United Air Lines,89,89,89,89,89,89
2016-6-01,Virgin America,21,21,21,21,21,21
2016-7-01,Alaska Airlines,67,67,67,67,67,67
2016-7-01,American Airlines,88,88,88,88,88,88
2016-7-01,Delta Air Lines,147,147,147,147,147,147
2016-7-01,ExpressJet Airlines,163,163,163,163,163,163
2016-7-01,Frontier Airlines,53,53,53,53,53,53
2016-7-01,Hawaiian Airlines,17,17,17,17,17,17
2016-7-01,JetBlue Airways,66,66,66,66,66,66
2016-7-01,SkyWest Airlines,190,191,190,190,190,190
2016-7-01,Southwest Airlines,87,87,87,87,87,87
2016-7-01,Spirit Air Lines,34,34,34,34,34,34
2016-7-01,United Air Lines,86,87,86,86,86,86
2016-7-01,Virgin America,21,21,21,21,21,21
2016-8-01,Alaska Airlines,67,67,67,67,67,67
2016-8-01,American Airlines,93,93,93,93,93,93
2016-8-01,Delta Air Lines,151,151,151,151,151,151
2016-8-01,ExpressJet Airlines,164,166,164,164,164,164
2016-8-01,Frontier Airlines,53,53,53,53,53,53
2016-8-01,Hawaiian Airlines,17,17,17,17,17,17
2016-8-01,JetBlue Airways,66,66,66,66,66,66
2016-8-01,SkyWest Airlines,193,193,193,193,193,193
2016-8-01,Southwest Airlines,87,87,87,87,87,87
2016-8-01,Spirit Air Lines,34,34,34,34,34,34
2016-8-01,United Air Lines,88,88,88,88,88,88
2016-8-01,Virgin America,21,21,21,21,21,21
2016-9-01,Alaska Airlines,64,64,64,64,64,64
2016-9-01,American Airlines,95,95,95,95,95,95
2016-9-01,Delta Air Lines,149,150,149,149,149,149
2016-9-01,ExpressJet Airlines,160,161,160,160,160,160
2016-9-01,Frontier Airlines,53,53,53,53,53,53
2016-9-01,Hawaiian Airlines,17,17,17,17,17,17
2016-9-01,JetBlue Airways,66,66,66,66,66,66
2016-9-01,SkyWest Airlines,188,189,188,188,188,188
2016-9-01,Southwest Airlines,87,87,87,87,87,87
2016-9-01,Spirit Air Lines,34,34,34,34,34,34
2016-9-01,United Air Lines,87,87,87,87,87,87
2016-9-01,Virgin America,21,21,21,21,21,21
2017-1-01,Alaska Airlines,65,65,65,65,65,65
2017-1-01,American Airlines,93,93,93,93,93,93
2017-1-01,Delta Air Lines,149,149,149,149,149,149
2017-1-01,ExpressJet Airlines,161,162,161,161,161,161
2017-1-01,Frontier Airlines,54,54,54,54,54,54
2017-1-01,Hawaiian Airlines,17,17,17,17,17,17
2017-1-01,JetBlue Airways,63,63,63,63,63,63
2017-1-01,SkyWest Airlines,188,188,188,188,188,188
2017-1-01,Southwest Airlines,87,87,87,87,87,87
2017-1-01,Spirit Air Lines,36,36,36,36,36,36
2017-1-01,United Air Lines,87,87,87,87,87,87
2017-1-01,Virgin America,21,21,21,21,21,21
2017-10-01,Alaska Airlines,67,67,67,67,67,67
2017-10-01,American Airlines,99,99,99,99,99,99
2017-10-01,Delta Air Lines,146,146,146,146,146,146
2017-10-01,ExpressJet Airlines,130,131,130,130,130,130
2017-10-01,Frontier Airlines,59,59,59,59,59,59
2017-10-01,Hawaiian Airlines,17,17,17,17,17,17
2017-10-01,JetBlue Airways,65,65,65,65,65,65
2017-10-01,SkyWest Airlines,157,157,157,157,157,157
2017-10-01,Southwest Airlines,86,86,86,86,86,86
2017-10-01,Spirit Air Lines,37,37,37,37,37,37
2017-10-01,United Air Lines,77,77,77,77,77,77
2017-10-01,Virgin America,26,26,26,26,26,26
2017-2-01,Alaska Airlines,65,65,65,65,65,65
2017-2-01,American Airlines,94,94,94,94,94,94
2017-2-01,Delta Air Lines,149,149,149,149,149,149
2017-2-01,ExpressJet Airlines,158,158,158,158,158,158
2017-2-01,Frontier Airlines,47,47,47,47,47,47
2017-2-01,Hawaiian Airlines,17,17,17,17,17,17
2017-2-01,JetBlue Airways,63,63,63,63,63,63
2017-2-01,SkyWest Airlines,193,193,193,193,193,193
2017-2-01,Southwest Airlines,87,87,87,87,87,87
2017-2-01,Spirit Air Lines,36,36,36,36,36,36
2017-2-01,United Air Lines,92,92,92,92,92,92
2017-2-01,Virgin America,21,21,21,21,21,21
2017-3-01,Alaska Airlines,65,65,65,65,65,65
2017-3-01,American Airlines,90,90,90,90,90,90
2017-3-01,Delta Air Lines,149,149,149,149,149,149
2017-3-01,ExpressJet Airlines,153,153,153,153,153,153
2017-3-01,Frontier Airlines,47,47,47,47,47,47
2017-3-01,Hawaiian Airlines,17,17,17,17,17,17
2017-3-01,JetBlue Airways,64,64,64,64,64,64
2017-3-01,SkyWest Airlines,198,198,198,198,198,198
2017-3-01,Southwest Airlines,87,87,87,87,87,87
2017-3-01,Spirit Air Lines,36,36,36,36,36,36
2017-3-01,United Air Lines,93,93,93,93,93,93
2017-3-01,Virgin America,21,21,21,21,21,21
2017-4-01,Alaska Airlines,65,65,65,65,65,65
2017-4-01,American Airlines,96,96,96,96,96,96
2017-4-01,Delta Air Lines,145,146,145,145,145,145
2017-4-01,ExpressJet Airlines,152,152,152,152,152,152
2017-4-01,Frontier Airlines,55,55,55,55,55,55
2017-4-01,Hawaiian Airlines,17,17,17,17,17,17
2017-4-01,JetBlue Airways,64,64,64,64,64,64
2017-4-01,SkyWest Airlines,207,207,207,207,207,207
2017-4-01,Southwest Airlines,87,87,87,87,87,87
2017-4-01,Spirit Air Lines,38,38,38,38,38,38
2017-4-01,United Air Lines,97,97,97,97,97,97
2017-4-01,Virgin America,21,21,21,21,21,21
2017-5-01,Alaska Airlines,66,66,66,66,66,66
2017-5-01,American Airlines,93,93,93,93,93,93
2017-5-01,Delta Air Lines,147,148,147,147,147,147
2017-5-01,ExpressJet Airlines,148,148,148,148,148,148
2017-5-01,Frontier Airlines,53,53,53,53,53,53
2017-5-01,Hawaiian Airlines,17,17,17,17,17,17
2017-5-01,JetBlue Airways,67,67,67,67,67,67
2017-5-01,SkyWest Airlines,203,203,203,203,203,203
2017-5-01,Southwest Airlines,87,87,87,87,87,87
2017-5-01,Spirit Air Lines,38,38,38,38,38,38
2017-5-01,United Air Lines,93,93,93,93,93,93
2017-5-01,Virgin America,22,22,22,22,22,22
2017-6-01,Alaska Airlines,70,70,70,70,70,70
2017-6-01,American Airlines,98,98,98,98,98,98
2017-6-01,Delta Air Lines,149,149,149,149,149,149
2017-6-01,ExpressJet Airlines,154,155,154,154,154,154
2017-6-01,Frontier Airlines,54,54,54,54,54,54
2017-6-01,Hawaiian Airlines,17,17,17,17,17,17
2017-6-01,JetBlue Airways,67,67,67,67,67,67
2017-6-01,SkyWest Airlines,216,216,216,216,216,216
2017-6-01,Southwest Airlines,88,88,88,88,88,88
2017-6-01,Spirit Air Lines,38,38,38,38,38,38
2017-6-01,United Air Lines,99,99,99,99,99,99
2017-6-01,Virgin America,21,21,21,21,21,21
2017-7-01,Alaska Airlines,69,69,69,69,69,69
2017-7-01,American Airlines,92,92,92,92,92,92
2017-7-01,Delta Air Lines,147,147,147,147,147,147
2017-7-01,ExpressJet Airlines,146,147,146,146,146,146
2017-7-01,Frontier Airlines,54,54,54,54,54,54
2017-7-01,Hawaiian Airlines,17,17,17,17,17,17
2017-7-01,JetBlue Airways,67,67,67,67,67,67
2017-7-01,SkyWest Airlines,220,220,220,220,220,220
2017-7-01,Southwest Airlines,86,86,86,86,86,86
2017-7-01,Spirit Air Lines,38,38,38,38,38,38
2017-7-01,United Air Lines,98,98,98,98,98,98
2017-7-01,Virgin America,21,21,21,21,21,21
2017-8-01,Alaska Airlines,70,70,70,70,70,70
2017-8-01,American Airlines,98,98,98,98,98,98
2017-8-01,Delta Air Lines,148,148,148,148,148,148
2017-8-01,ExpressJet Airlines,146,146,146,146,146,146
2017-8-01,Frontier Airlines,56,56,56,56,56,56
2017-8-01,Hawaiian Airlines,17,17,17,17,17,17
2017-8-01,JetBlue Airways,67,67,67,67,67,67
2017-8-01,SkyWest Airlines,224,224,224,224,224,224
2017-8-01,Southwest Airlines,86,86,86,86,86,86
2017-8-01,Spirit Air Lines,38,38,38,38,38,38
2017-8-01,United Air Lines,100,100,100,100,100,100
2017-8-01,Virgin America,22,22,22,22,22,22
2017-9-01,Alaska Airlines,67,67,67,67,67,67
2017-9-01,American Airlines,98,98,98,98,98,98
2017-9-01,Delta Air Lines,145,146,145,145,145,145
2017-9-01,ExpressJet Airlines,138,138,138,138,138,138
2017-9-01,Frontier Airlines,55,55,55,55,55,55
2017-9-01,Hawaiian Airlines,17,17,17,17,17,17
2017-9-01,JetBlue Airways,67,67,67,67,67,67
2017-9-01,SkyWest Airlines,214,215,214,214,214,214
2017-9-01,Southwest Airlines,86,86,86,86,86,86
2017-9-01,Spirit Air Lines,38,38,38,38,38,38
2017-9-01,United Air Lines,99,99,99,99,99,99
2017-9-01,Virgin America,24,24,24,24,24,24
